AddressID,City,PostalCode,Country
90,"Dapuchaihe","987037","China"
91,"Huangzhawan","3019907","China"
92,"Pujijie","33646","China"
93,"Yanghu","353742","China"
94,"Yanshang","123713","China"
95,"Baojiadian","125314","China"
96,"Jijiang","987038","China"
97,"Hebei","649635","China"
98,"Fenkeng","2614019","China"
99,"Zhouhe","2658715","China"
100,"Qiaodong","987038","China"
101,"Xingtan","3184116","China"
102,"Hongtang","987038","China"
103,"Tanzhou","3348326","China"
104,"Chadian","692799","China"
105,"Yangyong","649635","China"
106,"Qiaozi","649635","China"
107,"Gaoping","649635","China"
108,"Pingshan","2926894","China"
109,"Longhua","3567272","China"
110,"Zhuangbian","692801","China"
111,"Yongchang","649635","China"
112,"Fenjie","384 01","China"
113,"Shijiao","385 01","China"
114,"Duqu","3731481","China"
115,"Zhongbao","381079","China"
116,"Longsheng","381079","China"
117,"Shuangfeng","649636","China"
118,"Longtang","386 01","China"
119,"Zhaoyuan","3239769","China"
120,"Xiaogang","649636","China"
121,"Zhongshanmen","4224110","China"
122,"Dalubian","353753","China"
123,"Gangbian","389 01","China"
124,"Mafang","390 01","China"
125,"Zaoshi","649636","China"
126,"Huangzhou","390 01","China"
127,"Donggou","182931","China"
128,"Miaotang","993007","China"
129,"Yangying","987039","China"
130,"Shiquan","649636","China"
131,"Leigu","195735","China"
132,"Guangfu","197336","China"
133,"Xincheng","198936","China"
134,"Rulong","394 01","China"
135,"Yongning","202137","China"
136,"Linggou","3999607","China"
137,"Jinsha","4826211","China"
138,"Tianhekou","692813","China"
139,"Junxi","353759","China"
140,"Guanchao","993007","China"
141,"Huangjin","692814","China"
142,"Shentang","396 01","China"
143,"Dadian","210139","China"
144,"Zhiqu","211740","China"
145,"Jiangya","4133697","China"
146,"Jielin","692815","China"
147,"Shangwuzhuang","649637","China"
148,"Jindou","216541","China"
149,"Shiban","4312482","China"
150,"Shijia","381080","China"
151,"Jangdam","692817","China"
152,"Xinhua","33667","China"
153,"Mayong","649637","China"
154,"Xiaosong","353763","China"
155,"Huaishu","993008","China"
156,"Jetaral","33668","China"
157,"Zhanjiang","229345","China"
158,"Yongâ€™an","4491268","China"
159,"Pantian","402 01","China"
160,"Hongwei","5647259","China"
161,"Ziketan","649637","China"
162,"Hushi","238948","China"
163,"Xiadu","993008","China"
164,"Qinling Jieban","403 01","China"
165,"Daba","381081","China"
166,"Kuandian","4893535","China"
167,"Shouxihu","649638","China"
168,"Zhongluotan","993008","China"
169,"Delong","6085151","China"
170,"Xinglongchang","381081","China"
171,"Hedong","649638","China"
172,"Chengnan","261355","China"
173,"Huxiaoqiao","6194624","China"
174,"Yanxi","407 01","China"
175,"Xin Bulag","264556","China"
176,"Hetian","408 01","China"
177,"Beigang","6249360","China"
178,"Layu","381081","China"
179,"Jiangkou","33676","China"
180,"Talin Hiag","5251107","China"
181,"Zhongtang","987041","China"
182,"Daohe","6413570","China"
183,"Kertamukti","1110210","Indonesia"
184,"Tabu","1188725","Indonesia"
185,"Jelat","381076","Indonesia"
186,"Karanganyar","649632","Indonesia"
187,"Kubangwaru","2451102","Indonesia"
188,"Samanggen","3345030","Indonesia"
189,"Ngarus","3378185","Indonesia"
190,"Rancapare","649632","Indonesia"
191,"Lewobelek","354 01","Indonesia"
192,"Pisangkemeng","692773","Indonesia"
193,"Parigi","5132886","Indonesia"
194,"Ngedhusuba","987035","Indonesia"
195,"Jangkat","6115010","Indonesia"
196,"Sumbersari Wetan","196827","Indonesia"
197,"Parlilitan","381076","Indonesia"
198,"Waiwukak","9946565","Indonesia"
199,"Sidonganti","353724","Indonesia"
200,"Temorlorong","388884","Indonesia"
201,"Kroya","361 01","Indonesia"
202,"Cibangun Tengah","33630","Indonesia"
203,"Pasirmukti","381077","Indonesia"
204,"Kertorejo","363 01","Indonesia"
205,"Tebluru","1432548","Indonesia"
206,"Gedangan","1487285","Indonesia"
207,"Nggambel","596947","Indonesia"
208,"Waiklibang","692784","Indonesia"
209,"Ulimonong","33634","Indonesia"
210,"Dampit","692976","Indonesia"
211,"Mersam","1760967","Indonesia"
212,"Lawonda","381077","Indonesia"
213,"Cangkreng","692785","Indonesia"
214,"Lampa","353732","Indonesia"
215,"Dangbigih","33637","Indonesia"
216,"Brongkalan","2144123","Indonesia"
217,"Sangkulirang","692788","Indonesia"
218,"Kaducondong","649634","Indonesia"
219,"Lela","869028","Indonesia"
220,"Dusun Tengah Cihaurbeuti","993005","Indonesia"
221,"Mojogajeh","917043","Indonesia"
222,"Bangkalan","987037","Indonesia"
223,"Setono","949052","Indonesia"
224,"Nobo","33643","Indonesia"
225,"Sudo","375 01","Indonesia"
226,"Baing","649635","Indonesia"
227,"Pekalongan","381078","Indonesia"
228,"Sumberejo","692795","Indonesia"
229,"Magetlegar","353741","Indonesia"
230,"Gunungbatu","2435233","Indonesia"
231,"Desa Kertasari","993005","Indonesia"
232,"Girijaya","649635","Indonesia"
233,"Kauhan","649635","Indonesia"
234,"Mulandoro","2748108","Indonesia"
235,"Cilimus Kulon","987038","Indonesia"
236,"Batujaran","144520","Indonesia"
237,"Ciampea","33651","Indonesia"
238,"Banjar Kelodan","33652","Indonesia"
239,"Abang","154123","Indonesia"
240,"Luti","987038","Indonesia"
241,"Tibakisa","692803","Indonesia"
242,"Singkir","993006","Indonesia"
243,"Kalepasan","3195072","Indonesia"
244,"Gersikputih Tengah","386 01","Indonesia"
245,"Sarae","3840954","Indonesia"
246,"Krajan Kedungsalam","33654","Indonesia"
247,"Basiong","649636","Indonesia"
248,"Wonorejo","353751","Indonesia"
249,"Pandaan","387 01","Indonesia"
250,"Sampir","3373858","Indonesia"
251,"Gudang","4059900","Indonesia"
252,"Kudang","388 01","Indonesia"
253,"Malunda","173328","Indonesia"
254,"Cipari Satu","174929","Indonesia"
255,"Loa Janan","3642036","Indonesia"
256,"Oenam","353755","Indonesia"
257,"Cibaregbeg","4552529","Indonesia"
258,"Ebak","993007","Indonesia"
259,"Telgawah","381080","Indonesia"
260,"Jongorsari","4716738","Indonesia"
261,"Tugu","4771475","Indonesia"
262,"Citangtu Kaler","649636","Indonesia"
263,"Banarankrajan","203737","Indonesia"
264,"Made","205338","Indonesia"
265,"Rainis","649637","Indonesia"
266,"Nangalimang","33665","Indonesia"
267,"Bun Barat","218142","Indonesia"
268,"Pajaten","993007","Indonesia"
269,"Singojuruh","33666","Indonesia"
270,"Parengan","398 01","Indonesia"
271,"Kotaagung","987040","Indonesia"
272,"Lembursawah","4535964","Indonesia"
273,"Paninggaran","987040","Indonesia"
274,"Pilang","5537786","Indonesia"
275,"Suwaru","381081","Indonesia"
276,"Sukadana","4670053","Indonesia"
277,"Rawawilis","5701995","Indonesia"
278,"Pasar","649637","Indonesia"
279,"Marang","987040","Indonesia"
280,"Caringin Lor","33672","Indonesia"
281,"Dalam","4848839","Indonesia"
282,"Sungi Liput","33673","Indonesia"
283,"Bulu","33674","Indonesia"
284,"Kotabaru","987040","Indonesia"
285,"Tetaf","6139887","Indonesia"
286,"Dusun Desa Bunter","33675","Indonesia"
287,"Mulyoagung","5161714","Indonesia"
288,"Sumberbening","987040","Indonesia"
289,"Solok","692826","Indonesia"
290,"Batanghari","269357","Indonesia"
291,"Bangil","649638","Indonesia"
292,"BelozÃ«rskoye","641360","Russia"
293,"Galâ€™bshtadt","692769","Russia"
294,"Chelbasskaya","353715","Russia"
295,"Podkamennaya Tunguska","353716","Russia"
296,"Ovsyanka","692771","Russia"
297,"Novorossiysk","847936","Russia"
298,"Kyshtym","100798","Russia"
299,"Kizhinga","4472915","Russia"
300,"Ulety","649633","Russia"
301,"Leninsk","993003","Russia"
302,"Businovo","5579850","Russia"
303,"Khuzhir","9602526","Russia"
304,"Boguchar","1268339","Russia"
305,"Mamonovo","363 01","Russia"
306,"Nizhnyaya Omka","1323075","Russia"
307,"Zhukovskiy","649633","Russia"
308,"Sosnovka","353731","Russia"
309,"Tisulâ€™","1541305","Russia"
310,"Tosno","1925177","Russia"
311,"Nizhniy Tsasuchey","649634","Russia"
312,"Prokhorovka","756995","Russia"
313,"Novoye Leushino","853024","Russia"
314,"SychÃ«vo","1898877","Russia"
315,"Aban","381078","Russia"
316,"Petropavlovskaya","649634","Russia"
317,"Vitim","987037","Russia"
318,"Kamenskiy","692792","Russia"
319,"Tselinnoye","649634","Russia"
320,"Yazykovo","104508","Russia"
321,"Mayskiy","106108","Russia"
322,"Volzhsk","2211751","Russia"
323,"Samashki","112510","Russia"
324,"Novoderevyankovskaya","2301144","Russia"
325,"Topolâ€™noye","33644","Russia"
326,"Vyksa","114111","Russia"
327,"Leshukonskoye","115711","Russia"
328,"Velâ€™sk","381078","Russia"
329,"Novyye Gorki","131716","Russia"
330,"KochenÃ«vo","381079","Russia"
331,"Novouzensk","138118","Russia"
332,"Fershampenuaz","2882197","Russia"
333,"Dubrovka","157324","Russia"
334,"Shilovo","3895691","Russia"
335,"Pionerskiy","165326","Russia"
336,"Krasnaya Poyma","649636","Russia"
337,"Kupavna","987038","Russia"
338,"PriozÃ«rsk","3418554","Russia"
339,"Karpogory","3463251","Russia"
340,"Strunino","987039","Russia"
341,"Kolyvanâ€™","3552643","Russia"
342,"Korsakovo","181331","Russia"
343,"Saskylakh","186132","Russia"
344,"Novozybkov","189333","Russia"
345,"Khatanga","194135","Russia"
346,"Tsotsin-Yurt","993007","Russia"
347,"Zaymishche","987039","Russia"
348,"Zamoskvorechâ€™ye","208539","Russia"
349,"Volokolamsk","221343","Russia"
350,"Mozhaysk","993007","Russia"
351,"Spas-Zaulok","401 01","Russia"
352,"Rakhmanovo","33669","Russia"
353,"Kuznechikha","401 01","Russia"
354,"Taksimo","353766","Russia"
355,"Terek","33671","Russia"
356,"Chuchkovo","405 01","Russia"
357,"Slavgorod","406 01","Russia"
358,"Vladikavkaz","406 01","Russia"
359,"Khanino","5072321","Russia"
360,"Vazhiny","649638","Russia"
361,"Voronezh","409 01","Russia"
362,"Ongjin","216282","North Korea"
363,"Quince Mil","663246","Peru"
364,"Susaki","987035","Japan"
365,"Tobruk","351 01","Libya"
366,"Rafael Hernandez Ochoa","93995","Mexico"
367,"PÃ³voa do Valado","381076","Portugal"
368,"Pindiga","33619","Nigeria"
369,"Wakayama-shi","649632","Japan"
370,"Pueblo Viejo","351 01","Panama"
371,"Leticia","910008","Colombia"
372,"Bielefeld","33619","Germany"
373,"Yeghegnut","1557174","Armenia"
374,"FrantiÅ¡kovy LÃ¡znÄ›","352 01","Czech Republic"
375,"Mont-Royal","649632","Canada"
376,"Tyvriv","112351","Ukraine"
377,"Zabrat","207744","Azerbaijan"
378,"CambuÃ­","993003","Brazil"
379,"Haradzyeya","987035","Belarus"
380,"La Loma","353 01","Panama"
381,"El Triunfo de la Cruz","2283455","Honduras"
382,"Izumi","2830820","Japan"
383,"BÅ«laevo","381076","Kazakhstan"
384,"Narathiwat","33621","Thailand"
385,"Pacaraos","649632","Peru"
386,"Senanga","353717","Zambia"
387,"NotsÃ©","353 01","Togo"
388,"Morelos","367792","Mexico"
389,"Phichai","527840","Thailand"
390,"Qulsary","993003","Kazakhstan"
391,"El Alamo","2898066","Mexico"
392,"Stockholm","3925550","Sweden"
393,"Petauke","381076","Zambia"
394,"Lorena","692772","Brazil"
395,"Saint-Malo","649632","France"
396,"Báº¿n Cáº§u","33622","Vietnam"
397,"Mospyne","353718","Ukraine"
398,"Ntungamo","116803","Uganda"
399,"Carromeu","987035","Portugal"
400,"Kohila","355 01","Estonia"
401,"Bislig","5020280","Philippines"
402,"Oji River","381076","Nigeria"
403,"Mogoditshane","33623","Botswana"
404,"Molagavita","353719","Colombia"
405,"GareÅ¡nica","355 01","Croatia"
406,"Voiron","164817","France"
407,"Sinmak","4685922","North Korea"
408,"Mata-Utu","356 01","Wallis and Futuna"
409,"Otuzco","5567645","Peru"
410,"TÃ¢n PhÃº","381076","Vietnam"
411,"Cruz Alta","692774","Brazil"
412,"Su-ngai Kolok","649633","Thailand"
413,"Bajos de Haina","33624","Dominican Republic"
414,"La Rioja","353720","Argentina"
415,"La Calera","356 01","Argentina"
416,"Maychâ€™ew","180822","Ethiopia"
417,"OpatÃ³wek","212832","Poland"
418,"CaÃ±as","6026814","Costa Rica"
419,"Hradec KrÃ¡lovÃ©","987035","Czech Republic"
420,"Hartswater","7209740","South Africa"
421,"Sabugo","692775","Portugal"
422,"Ho","33625","Ghana"
423,"Couva","649633","Trinidad and Tobago"
424,"BanÄ« an NahÄrÄ«","357 01","Yemen"
425,"Lagayan","228836","Philippines"
426,"Kisoro","244841","Uganda"
427,"KassÃ¡ndreia","260846","Greece"
428,"Duas Igrejas","993003","Portugal"
429,"IjuÃ­","6473778","Brazil"
430,"AÃ§ucena","987035","Brazil"
431,"Tambulig","7757105","Philippines"
432,"Kasugai","8304470","Japan"
433,"Biâ€™r al á¸¨ufayy","692776","Tunisia"
434,"NÄlchiti","649633","Bangladesh"
435,"San Juan","33626","Philippines"
436,"Calasgasan","649633","Philippines"
437,"Golden","353722","Canada"
438,"Osekovo","276851","Croatia"
439,"Medaya","292856","Syria"
440,"Shawnee Mission","993003","United States"
441,"Emiliano Zapata","7367706","Mexico"
442,"Makur","7814670","Micronesia"
443,"LadhewÄla WarÄich","987036","Pakistan"
444,"Provo","359 01","United States"
445,"Dranoc","8851835","Kosovo"
446,"QuiÃ±ota","9399200","Peru"
447,"Bhadrapur","381076","Nepal"
448,"Kindu","692777","Democratic Republic of the Congo"
449,"Kastrat","33627","Albania"
450,"Uppsala","649633","Sweden"
451,"Niedercorn","353723","Luxembourg"
452,"Andrushivka","359 01","Ukraine"
453,"Buga","324865","Mongolia"
454,"Juazeiro do Norte","340870","Brazil"
455,"Zamora","993004","Honduras"
456,"Boavista","8261634","Portugal"
457,"Tarariras","8708598","Uruguay"
458,"Bergville","987036","South Africa"
459,"Simod","381076","Philippines"
460,"Bel Air RiviÃ¨re SÃ¨che","692778","Mauritius"
461,"Kusheriki","33628","Nigeria"
462,"San Juan de Manapiare","649633","Venezuela"
463,"Azenhas do Mar","360 01","Portugal"
464,"Bagong Pagasa","372880","Philippines"
465,"LubieÅ„ Kujawski","404889","Poland"
466,"Dowr-e RabÄÅ£","993004","Afghanistan"
467,"Daegu","9155562","South Korea"
468,"Figueiredo","1104129","Portugal"
469,"Koungheul","1158866","Senegal"
470,"Igreja","692779","Portugal"
471,"Vila Fria","649633","Portugal"
472,"Figueira dos Cavaleiros","33629","Portugal"
473,"Bongao","649633","Philippines"
474,"Pasian","353725","Philippines"
475,"Forquilhinha","993004","Brazil"
476,"Corrientes","1004949","Argentina"
477,"Rijau","1049645","Nigeria"
478,"Laborie","987036","Saint Lucia"
479,"El JÃ­caro","362 01","Guatemala"
480,"Nara-shi","1213602","Japan"
481,"Reno","381077","United States"
482,"Hupalivka","692780","Ukraine"
483,"Saint-Claude","649633","France"
484,"Motegi","353726","Japan"
485,"Juá¸©r ad DÄ«k","362 01","Palestinian Territory"
486,"Takikawa","484913","Japan"
487,"Batelov","993004","Czech Republic"
488,"Kastsyukovichy","1094341","Belarus"
489,"ManhiÃ§a","1139038","Mozambique"
490,"Pisz","987036","Poland"
491,"RodotÃ³pi","1377812","Greece"
492,"Shiogama","353727","Japan"
493,"Bila Tserkva","516923","Ukraine"
494,"Silveiros","532928","Portugal"
495,"LÃ¼deritz","548932","Namibia"
496,"BiguaÃ§u","1183734","Brazil"
497,"Tambong","1228431","Philippines"
498,"Zaozerne","381077","Ukraine"
499,"ChiÅŸinÄƒu","692782","Moldova"
500,"Matagalpa","649633","Nicaragua"
501,"Pardubice","33632","Czech Republic"
502,"Mananjary","649633","Madagascar"
503,"BayanaÅ«yl","353728","Kazakhstan"
504,"KittilÃ¤","364 01","Finland"
505,"El RincÃ³n","564937","Panama"
506,"Paris 01","580942","France"
507,"Biga","993004","Philippines"
508,"Ngora","1273127","Uganda"
509,"Salzburg","987036","Austria"
510,"Thap Than","365 01","Thailand"
511,"Siliana","1596758","Tunisia"
512,"Nyamanari","692783","Gambia"
513,"Lukunor","649634","Micronesia"
514,"Buracan","33633","Philippines"
515,"Saint-Leu-la-ForÃªt","649634","France"
516,"Quinta da Courela","365 01","Portugal"
517,"Destrnik","612952","Slovenia"
518,"Coronel Vivida","628956","Brazil"
519,"Sacramento","644961","United States"
520,"Loivos","993004","Portugal"
521,"Cancas","1407216","Peru"
522,"Biankouma","987036","Ivory Coast"
523,"Viking","1651494","Canada"
524,"Allentown","1706231","United States"
525,"Aracruz","381077","Brazil"
526,"Marmashen","649634","Armenia"
527,"Krasnyy Luch","649634","Ukraine"
528,"OberÃ¡","353730","Argentina"
529,"General JosÃ© de San MartÃ­n","366 01","Argentina"
530,"Bang Rak","676971","Thailand"
531,"TromsÃ¸","993004","Norway"
532,"Mont-de-Marsan","1451913","France"
533,"á¸¨awsh â€˜ÄªsÃ¡","1496609","Egypt"
534,"Aveiras de Cima","987036","Portugal"
535,"Obiaruku Quarters","367 01","Nigeria"
536,"KÅ‚omnice","649634","Poland"
537,"Manaus","33635","Brazil"
538,"KalÃ¡vryta","649634","Greece"
539,"DÃ¼sseldorf","367 01","Germany"
540,"Vales","708980","Portugal"
541,"Villiers","724985","South Africa"
542,"ShÄ«rvÄn","740990","Iran"
543,"Kasangulu","993004","Democratic Republic of the Congo"
544,"Trinity Ville","1586002","Jamaica"
545,"Ustrzyki Dolne","987036","Poland"
546,"Raffingora","368 01","Zimbabwe"
547,"Lallayug","1870440","Philippines"
548,"Assiniboia","692786","Canada"
549,"Adamstown","649634","Pitcairn"
550,"TomaÅ¡evac","368 01","Serbia"
551,"Fukiage-fujimi","773000","Japan"
552,"Arias","789004","Argentina"
553,"GradishtÃ«","1630698","Albania"
554,"Ihuari","1675395","Peru"
555,"Ayabaca","987037","Peru"
556,"El Limon","369 01","Mexico"
557,"Pohrebyshche","1979913","Ukraine"
558,"WÄling","2034650","Nepal"
559,"GrudÃ«-FushÃ«","381077","Albania"
560,"TaboÃ£o da Serra","692787","Brazil"
561,"Alebtong","649634","Uganda"
562,"Kallar KahÄr","649634","Pakistan"
563,"Guanagazapa","353733","Guatemala"
564,"Geidam","369 01","Nigeria"
565,"Toledo","805009","Philippines"
566,"QÅ­rghontepa","821014","Uzbekistan"
567,"KatoÃºna","837019","Greece"
568,"Barqueiro","993005","Portugal"
569,"Koesan","1720091","South Korea"
570,"TelÃªmaco Borba","1764787","Brazil"
571,"Langpas","987037","Philippines"
572,"Inashiki","2089386","Japan"
573,"Vihti","381077","Finland"
574,"ZÅ‚otniki","649634","Poland"
575,"LukovÃ«","33638","Albania"
576,"KoryÄany","885033","Czech Republic"
577,"Santa Magdalena","1854180","Philippines"
578,"Tibro","371 01","Sweden"
579,"IkÅ¡Ä·ile","2198859","Latvia"
580,"Inglewood","381078","United States"
581,"Phoenix","692789","United States"
582,"Charlotte","649634","United States"
583,"Delta del Tigre","33639","Uruguay"
584,"Ikongo","649634","Madagascar"
585,"Svojat","353735","Bosnia and Herzegovina"
586,"DrosiÃ¡","371 01","Greece"
587,"Tagnanan","901038","Philippines"
588,"BodÄ­","933048","Mongolia"
589,"Miharu","993005","Japan"
590,"Pidigan","1943573","Philippines"
591,"Bender","372 01","Moldova"
592,"Babatngon","2308332","Philippines"
593,"Stepnica","692790","Poland"
594,"Mompach","33640","Luxembourg"
595,"Saint-Avold","649634","France"
596,"Kaliska","353736","Poland"
597,"Agusan","372 01","Philippines"
598,"Shiraz","981062","Iran"
599,"GrÃ¥bo","1988269","Sweden"
600,"Dampol","2032966","Philippines"
601,"Karukh","987037","Afghanistan"
602,"Ã‰vreux","2417805","France"
603,"Lamas","2472542","Portugal"
604,"MukÅ","692791","Japan"
605,"San Antonio","649634","Peru"
606,"Ouango","33641","Central African Republic"
607,"PigÃ­","649634","Greece"
608,"Queenstown","997067","South Africa"
609,"Moville","102907","Ireland"
610,"Morrelgonj","993005","Bangladesh"
611,"Hamilton","2527278","United States"
612,"Chapultepec","2582015","Mexico"
613,"Manta","381078","Ecuador"
614,"MoglicÃ«","649634","Albania"
615,"Lorient","353738","France"
616,"Kuala Lumpur","374 01","Malaysia"
617,"Budapest","107709","Hungary"
618,"Kinna","2167055","Sweden"
619,"Spytkowice","375 01","Poland"
620,"CordeirÃ³polis","2636751","Brazil"
621,"LidorÃ­ki","381078","Greece"
622,"PalpalÃ¡","692793","Argentina"
623,"Saumur","649635","France"
624,"Cheongsong gun","649635","South Korea"
625,"Mocajuba","353739","Brazil"
626,"Hamilton","109309","Bermuda"
627,"Belo Jardim","110910","Brazil"
628,"Montauban","2256448","France"
629,"VÃ³los","376 01","Greece"
630,"Sankwia","2800961","Gambia"
631,"Lyon","649635","France"
632,"NiafunkÃ©","353740","Mali"
633,"ZabruÅ¡any","993005","Czech Republic"
634,"Smokvica","2345841","Croatia"
635,"Kungsbacka","2390537","Sweden"
636,"Hita","987037","Japan"
637,"Melaka","377 01","Malaysia"
638,"Guadalupe","2855697","Mexico"
639,"Rzeczenica","2910434","Poland"
640,"Niono","649635","Mali"
641,"Markham","33645","Canada"
642,"Cantilan","649635","Philippines"
643,"KlenÄÃ­ pod ÄŒerchovem","377 01","Czech Republic"
644,"GalÃ¡n","120512","Colombia"
645,"WohyÅ„","122113","Poland"
646,"Kokhanava","993005","Belarus"
647,"Olds","2479930","Canada"
648,"Palencia","378 01","Guatemala"
649,"Lintaca","2965170","Bolivia"
650,"Hallstahammar","692796","Sweden"
651,"Saint-Denis","649635","Reunion"
652,"OstrzeszÃ³w","649635","Poland"
653,"Pangal Sur","378 01","Philippines"
654,"Palmira","126914","Colombia"
655,"SÃ£o Martinho de Ãrvore","2524626","Portugal"
656,"Semenivka","2569323","Ukraine"
657,"Tan-Tan","379 01","Morocco"
658,"Dodoma","3074643","Tanzania"
659,"Guadalupe","3129380","Panama"
660,"Mene de Mauroa","381078","Venezuela"
661,"Hpa-an","692797","Myanmar"
662,"Kut Chap","33647","Thailand"
663,"Jequitinhonha","353743","Brazil"
664,"Chumphon","379 01","Thailand"
665,"Jasienica","128515","Poland"
666,"Canutama","130115","Brazil"
667,"Cholet","993006","France"
668,"Buenavista","380 01","Philippines"
669,"Figueira","3238853","Portugal"
670,"Fandriana","381078","Madagascar"
671,"Danao","692798","Philippines"
672,"Cliza","649635","Bolivia"
673,"Sasnovy Bor","33648","Belarus"
674,"Santiago de Cuba","353744","Cuba"
675,"Elx/Elche","133316","Spain"
676,"Alah SÄy","134917","Afghanistan"
677,"NurmijÃ¤rvi","136517","Finland"
678,"BÄ™czarka","993006","Poland"
679,"Panitan","2703412","Philippines"
680,"Piritiba","381 01","Brazil"
681,"VÃ¡ri","3293589","Greece"
682,"Lubbock","33649","United States"
683,"Conde","649635","Brazil"
684,"Sneek","353745","Netherlands"
685,"Claremont","381 01","South Africa"
686,"Dos Quebradas","139718","Colombia"
687,"BrÃ©tigny-sur-Orge","141319","France"
688,"ShÄzand","993006","Iran"
689,"Limoeiro de Anadia","2792805","Brazil"
690,"Vilnius","2837501","Lithuania"
691,"MaÃ±azo","382 01","Peru"
692,"Tawala","3403062","Philippines"
693,"Paris 18","3457799","France"
694,"Huai Mek","381079","Thailand"
695,"Saint Helier","692800","Jersey"
696,"Macheke","33650","Zimbabwe"
697,"Samran","353746","Thailand"
698,"Outeiro","142919","Portugal"
699,"Le Raincy","146120","France"
700,"Silvares","993006","Portugal"
701,"Wilkes Barre","987038","United States"
702,"Rozhniv","383 01","Ukraine"
703,"Felege Neway","3512535","Ethiopia"
704,"AreguÃ¡","381079","Paraguay"
705,"Leiden","649635","Netherlands"
706,"MontbÃ©liard","649635","France"
707,"Loma Bonita","353747","Mexico"
708,"Skhira","383 01","Tunisia"
709,"MechrÃ¡ Belqsiri","147721","Morocco"
710,"La Jicaral","149321","Nicaragua"
711,"Ete","150922","Nigeria"
712,"Cartagena","993006","Spain"
713,"Tomingad","2971590","Philippines"
714,"Spandaryan","3016287","Armenia"
715,"Capalayan","987038","Philippines"
716,"Bontoc","384 01","Philippines"
717,"Refojos","3622008","Portugal"
718,"OpaÅ™any","3676745","Czech Republic"
719,"Valtimo","692802","Finland"
720,"Stuttgart","649635","Germany"
721,"Kansas City","353748","United States"
722,"Eindhoven","152522","Netherlands"
723,"Kiambu","993006","Kenya"
724,"Couto","3060983","Portugal"
725,"Chesapeake","3105679","United States"
726,"Beira","3786218","Mozambique"
727,"NovÃ¡ Role","649636","Czech Republic"
728,"LijeÅ¡nica","33653","Bosnia and Herzegovina"
729,"Bunawan","649636","Philippines"
730,"Hang Dong","385 01","Thailand"
731,"Santa MarÃ­a de Ipire","158924","Venezuela"
732,"Sapouy","160524","Burkina Faso"
733,"Comallo","3150376","Argentina"
734,"Katori-shi","987038","Japan"
735,"YÃ©limanÃ©","692804","Mali"
736,"Krasnopillya","649636","Ukraine"
737,"Fort Smith","353750","United States"
738,"Houk","162125","Micronesia"
739,"HiratachÅ","163725","Japan"
740,"Carbajales","993006","Honduras"
