BookingID,CustomerID,TableNumber,BookingDate
5132,740,10,2021-07-13 00:00:00.000
5144,65,10,2021-07-14 00:00:00.000
5154,56,10,2021-07-20 00:00:00.000
5159,926,10,2021-07-21 00:00:00.000
5171,893,10,2021-07-23 00:00:00.000
5191,214,10,2021-07-24 00:00:00.000
5208,234,10,2021-07-26 00:00:00.000
5230,883,10,2021-07-29 00:00:00.000
5265,750,10,2021-08-02 00:00:00.000
5280,576,10,2021-08-04 00:00:00.000
5306,716,10,2021-08-09 00:00:00.000
5315,36,10,2021-08-10 00:00:00.000
5347,290,10,2021-08-12 00:00:00.000
5357,87,10,2021-08-16 00:00:00.000
5391,286,10,2021-08-21 00:00:00.000
5406,601,10,2021-08-22 00:00:00.000
5424,821,10,2021-08-27 00:00:00.000
5429,566,10,2021-08-28 00:00:00.000
5456,403,10,2021-08-31 00:00:00.000
5470,74,10,2021-09-01 00:00:00.000
5498,969,10,2021-09-04 00:00:00.000
5517,704,10,2021-09-05 00:00:00.000
5536,773,10,2021-09-07 00:00:00.000
5547,786,10,2021-09-10 00:00:00.000
5562,738,10,2021-09-11 00:00:00.000
5575,603,10,2021-09-12 00:00:00.000
5586,752,10,2021-09-13 00:00:00.000
5620,46,10,2021-09-18 00:00:00.000
5637,617,10,2021-09-21 00:00:00.000
5650,825,10,2021-09-23 00:00:00.000
5671,739,10,2021-09-25 00:00:00.000
5693,653,10,2021-09-27 00:00:00.000
5708,907,10,2021-09-28 00:00:00.000
5725,681,10,2021-09-29 00:00:00.000
5734,800,10,2021-10-01 00:00:00.000
5739,532,10,2021-10-02 00:00:00.000
5762,699,10,2021-10-03 00:00:00.000
5767,954,10,2021-10-04 00:00:00.000
5791,335,10,2021-10-05 00:00:00.000
5805,327,10,2021-10-06 00:00:00.000
5822,945,10,2021-10-07 00:00:00.000
5830,544,10,2021-10-09 00:00:00.000
5852,65,10,2021-10-13 00:00:00.000
5866,965,10,2021-10-16 00:00:00.000
5878,599,10,2021-10-19 00:00:00.000
5883,528,10,2021-10-22 00:00:00.000
5896,736,10,2021-10-25 00:00:00.000
5906,945,10,2021-10-26 00:00:00.000
5925,600,10,2021-10-27 00:00:00.000
5937,666,10,2021-10-28 00:00:00.000
5950,635,10,2021-10-29 00:00:00.000
5976,861,10,2021-11-03 00:00:00.000
5988,304,10,2021-11-05 00:00:00.000
5997,409,10,2021-11-08 00:00:00.000
6011,810,10,2021-11-11 00:00:00.000
6033,79,10,2021-11-16 00:00:00.000
6039,839,10,2021-11-17 00:00:00.000
6073,522,10,2021-11-19 00:00:00.000
6087,534,10,2021-11-20 00:00:00.000
6098,230,10,2021-11-21 00:00:00.000
6100,385,10,2021-11-23 00:00:00.000
6113,27,10,2021-11-27 00:00:00.000
6127,737,10,2021-11-28 00:00:00.000
6153,134,10,2021-12-01 00:00:00.000
6164,20,10,2021-12-07 00:00:00.000
6181,643,10,2021-12-08 00:00:00.000
6193,443,10,2021-12-09 00:00:00.000
6201,852,10,2021-12-13 00:00:00.000
6211,772,10,2021-12-14 00:00:00.000
6227,916,10,2021-12-15 00:00:00.000
6236,337,10,2021-12-16 00:00:00.000
6246,289,10,2021-12-17 00:00:00.000
6262,787,10,2021-12-20 00:00:00.000
6270,607,10,2021-12-21 00:00:00.000
6285,714,10,2021-12-22 00:00:00.000
6297,740,10,2021-12-23 00:00:00.000
6303,295,10,2021-12-24 00:00:00.000
6318,667,10,2021-12-25 00:00:00.000
6349,805,10,2022-01-01 00:00:00.000
6363,413,10,2022-01-03 00:00:00.000
6374,128,10,2022-01-04 00:00:00.000
6381,48,10,2022-01-06 00:00:00.000
6393,496,10,2022-01-09 00:00:00.000
6406,396,10,2022-01-15 00:00:00.000
6416,502,10,2022-01-16 00:00:00.000
6431,64,10,2022-01-17 00:00:00.000
6444,195,10,2022-01-18 00:00:00.000
6467,458,10,2022-01-20 00:00:00.000
6471,577,10,2022-01-21 00:00:00.000
6496,41,10,2022-01-22 00:00:00.000
6498,132,10,2022-01-23 00:00:00.000
6515,650,10,2022-01-25 00:00:00.000
6525,136,10,2022-01-26 00:00:00.000
6543,967,10,2022-01-27 00:00:00.000
6558,183,10,2022-01-30 00:00:00.000
6564,932,10,2022-01-31 00:00:00.000
6588,275,10,2022-02-09 00:00:00.000
6608,477,10,2022-02-10 00:00:00.000
6621,512,10,2022-02-15 00:00:00.000
6629,136,10,2022-02-16 00:00:00.000
6643,541,10,2022-02-19 00:00:00.000
6659,320,10,2022-02-22 00:00:00.000
6683,844,10,2022-02-25 00:00:00.000
6708,822,10,2022-02-26 00:00:00.000
6716,597,10,2022-02-27 00:00:00.000
6728,379,10,2022-02-28 00:00:00.000
6746,440,10,2022-03-02 00:00:00.000
6774,717,10,2022-03-08 00:00:00.000
6787,841,10,2022-03-09 00:00:00.000
6811,776,10,2022-03-14 00:00:00.000
6816,938,10,2022-03-16 00:00:00.000
6846,129,10,2022-03-22 00:00:00.000
6875,583,10,2022-03-28 00:00:00.000
6879,6,10,2022-03-29 00:00:00.000
6899,719,10,2022-03-30 00:00:00.000
6912,474,10,2022-03-31 00:00:00.000
6943,733,10,2022-04-07 00:00:00.000
6949,671,10,2022-04-08 00:00:00.000
6960,376,10,2022-04-09 00:00:00.000
6980,530,10,2022-04-12 00:00:00.000
6994,392,10,2022-04-14 00:00:00.000
7005,436,10,2022-04-18 00:00:00.000
7020,800,10,2022-04-22 00:00:00.000
7031,741,10,2022-04-26 00:00:00.000
7038,123,10,2022-04-28 00:00:00.000
7047,54,10,2022-04-29 00:00:00.000
7065,455,10,2022-04-30 00:00:00.000
7075,91,10,2022-05-01 00:00:00.000
7088,23,10,2022-05-06 00:00:00.000
7098,777,10,2022-05-07 00:00:00.000
7109,514,10,2022-05-08 00:00:00.000
7130,266,10,2022-05-10 00:00:00.000
7139,715,10,2022-05-11 00:00:00.000
7151,34,10,2022-05-12 00:00:00.000
7162,490,10,2022-05-13 00:00:00.000
7170,826,10,2022-05-14 00:00:00.000
7177,769,10,2022-05-19 00:00:00.000
7189,381,10,2022-05-21 00:00:00.000
7204,497,10,2022-05-22 00:00:00.000
7220,59,10,2022-05-23 00:00:00.000
7229,417,10,2022-05-24 00:00:00.000
7242,151,10,2022-05-29 00:00:00.000
7257,570,10,2022-05-30 00:00:00.000
7273,834,10,2022-05-31 00:00:00.000
7284,16,10,2022-06-01 00:00:00.000
7295,12,10,2022-06-02 00:00:00.000
7318,258,10,2022-06-06 00:00:00.000
7331,416,10,2022-06-07 00:00:00.000
7354,775,10,2022-06-09 00:00:00.000
7381,515,10,2022-06-12 00:00:00.000
7403,448,10,2022-06-16 00:00:00.000
7434,888,10,2022-06-20 00:00:00.000
7439,617,10,2022-06-21 00:00:00.000
7456,19,10,2022-06-23 00:00:00.000
7464,977,10,2022-06-24 00:00:00.000
7488,906,10,2022-06-27 00:00:00.000
7504,771,10,2022-06-28 00:00:00.000
7531,487,10,2022-07-01 00:00:00.000
7540,4,10,2022-07-02 00:00:00.000
7551,650,10,2022-07-04 00:00:00.000
7583,78,10,2022-07-07 00:00:00.000
7591,131,10,2022-07-09 00:00:00.000
7604,537,10,2022-07-12 00:00:00.000
7617,22,10,2022-07-13 00:00:00.000
7642,683,10,2022-07-17 00:00:00.000
7653,557,10,2022-07-18 00:00:00.000
7670,472,10,2022-07-19 00:00:00.000
7675,134,10,2022-07-25 00:00:00.000
7684,771,10,2022-07-27 00:00:00.000
7698,945,10,2022-07-28 00:00:00.000
7714,351,10,2022-07-29 00:00:00.000
7719,557,10,2022-07-30 00:00:00.000
7736,512,10,2022-07-31 00:00:00.000
7751,745,10,2022-08-03 00:00:00.000
7771,283,10,2022-08-05 00:00:00.000
7784,948,10,2022-08-06 00:00:00.000
7805,754,10,2022-08-07 00:00:00.000
7807,448,10,2022-08-09 00:00:00.000
7821,706,10,2022-08-10 00:00:00.000
7828,171,10,2022-08-14 00:00:00.000
7850,999,10,2022-08-15 00:00:00.000
7855,148,10,2022-08-16 00:00:00.000
7875,906,10,2022-08-19 00:00:00.000
7890,743,10,2022-08-21 00:00:00.000
7902,93,10,2022-08-22 00:00:00.000
7912,625,10,2022-08-24 00:00:00.000
7926,570,10,2022-08-28 00:00:00.000
7938,572,10,2022-08-31 00:00:00.000
7954,331,10,2022-09-03 00:00:00.000
7961,651,10,2022-09-04 00:00:00.000
7981,687,10,2022-09-07 00:00:00.000
7998,688,10,2022-09-09 00:00:00.000
8005,674,10,2022-09-10 00:00:00.000
8015,926,10,2022-09-12 00:00:00.000
8027,32,10,2022-09-13 00:00:00.000
8039,92,10,2022-09-14 00:00:00.000
8055,749,10,2022-09-15 00:00:00.000
8063,862,10,2022-09-16 00:00:00.000
8085,52,10,2022-09-17 00:00:00.000
8098,261,10,2022-09-22 00:00:00.000
8112,948,10,2022-09-23 00:00:00.000
8133,530,10,2022-09-25 00:00:00.000
8135,794,10,2022-09-27 00:00:00.000
8154,824,10,2022-09-28 00:00:00.000
8173,358,10,2022-10-05 00:00:00.000
8175,536,10,2022-10-08 00:00:00.000
8197,200,10,2022-10-09 00:00:00.000
8210,243,10,2022-10-10 00:00:00.000
8217,334,10,2022-10-11 00:00:00.000
8222,17,10,2022-10-12 00:00:00.000
8242,154,10,2022-10-14 00:00:00.000
8250,291,10,2022-10-18 00:00:00.000
8261,795,10,2022-10-19 00:00:00.000
8279,204,10,2022-10-20 00:00:00.000
8289,693,10,2022-10-21 00:00:00.000
8303,178,10,2022-10-24 00:00:00.000
8309,929,10,2022-10-25 00:00:00.000
8326,659,10,2022-10-26 00:00:00.000
8338,555,10,2022-10-29 00:00:00.000
8348,795,10,2022-10-31 00:00:00.000
8366,981,10,2022-11-02 00:00:00.000
8372,833,10,2022-11-07 00:00:00.000
8388,188,10,2022-11-09 00:00:00.000
8392,881,10,2022-11-10 00:00:00.000
8413,957,10,2022-11-11 00:00:00.000
8421,520,10,2022-11-12 00:00:00.000
8430,134,10,2022-11-14 00:00:00.000
8445,397,10,2022-11-18 00:00:00.000
8458,42,10,2022-11-19 00:00:00.000
8473,214,10,2022-11-21 00:00:00.000
8477,54,10,2022-11-22 00:00:00.000
8492,527,10,2022-11-24 00:00:00.000
8507,677,10,2022-11-27 00:00:00.000
8520,535,10,2022-11-29 00:00:00.000
8523,222,10,2022-11-30 00:00:00.000
8539,562,10,2022-12-01 00:00:00.000
8557,52,10,2022-12-02 00:00:00.000
8565,87,10,2022-12-04 00:00:00.000
8575,575,10,2022-12-05 00:00:00.000
8589,481,10,2022-12-08 00:00:00.000
8598,226,10,2022-12-09 00:00:00.000
8615,303,10,2022-12-13 00:00:00.000
8632,415,10,2022-12-18 00:00:00.000
8640,186,10,2022-12-19 00:00:00.000
8650,750,10,2022-12-20 00:00:00.000
8664,719,10,2022-12-23 00:00:00.000
8678,180,10,2022-12-24 00:00:00.000
8688,695,10,2022-12-26 00:00:00.000
8700,969,10,2022-12-29 00:00:00.000
8709,627,10,2022-12-30 00:00:00.000
8722,803,10,2023-01-01 00:00:00.000
11,837,14,2019-06-09 00:00:00.000
20,403,14,2019-06-18 00:00:00.000
29,250,14,2019-06-21 00:00:00.000
43,702,14,2019-06-22 00:00:00.000
53,13,14,2019-06-28 00:00:00.000
87,239,14,2019-07-02 00:00:00.000
101,382,14,2019-07-03 00:00:00.000
114,609,14,2019-07-09 00:00:00.000
146,810,14,2019-07-12 00:00:00.000
159,992,14,2019-07-15 00:00:00.000
182,438,14,2019-07-21 00:00:00.000
214,252,14,2019-07-26 00:00:00.000
226,886,14,2019-07-29 00:00:00.000
235,306,14,2019-07-30 00:00:00.000
260,609,14,2019-07-31 00:00:00.000
269,188,14,2019-08-01 00:00:00.000
274,236,14,2019-08-03 00:00:00.000
313,524,14,2019-08-05 00:00:00.000
326,85,14,2019-08-06 00:00:00.000
340,117,14,2019-08-09 00:00:00.000
348,485,14,2019-08-10 00:00:00.000
366,541,14,2019-08-12 00:00:00.000
371,2,14,2019-08-13 00:00:00.000
381,119,14,2019-08-15 00:00:00.000
399,554,14,2019-08-18 00:00:00.000
416,212,14,2019-08-19 00:00:00.000
421,631,14,2019-08-20 00:00:00.000
436,921,14,2019-08-21 00:00:00.000
443,962,14,2019-08-22 00:00:00.000
461,4,14,2019-08-28 00:00:00.000
479,729,14,2019-08-29 00:00:00.000
491,173,14,2019-08-30 00:00:00.000
497,807,14,2019-08-31 00:00:00.000
511,356,14,2019-09-04 00:00:00.000
525,278,14,2019-09-06 00:00:00.000
540,600,14,2019-09-07 00:00:00.000
544,951,14,2019-09-08 00:00:00.000
561,144,14,2019-09-09 00:00:00.000
578,113,14,2019-09-11 00:00:00.000
597,349,14,2019-09-14 00:00:00.000
625,843,14,2019-09-16 00:00:00.000
632,523,14,2019-09-17 00:00:00.000
645,259,14,2019-09-20 00:00:00.000
659,733,14,2019-09-21 00:00:00.000
